Species,Date,Day,Temp,Ramp,Tank,Site,Population,Colony,Rep,Fo,Fm,FvFm,AbsTemp,ElapsedT,Heatload32,Heatload33,Heatload34
Porites,8102019,13,33.5,Fast,7,Protected,Por_Pro,8,A,709,1648,0.57,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Protected,Por_Pro,9,A,491,1239,0.604,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,7,Protected,Por_Pro,10,A,518,1351,0.617,33.56966667,291,512.4439167,222.4465833,0.01425
Porites,8102019,13,33.5,Fast,8,Exposed,Por_Exp,1,B,686,1747,0.607,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Exposed,Por_Exp,2,B,447,1236,0.638,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Exposed,Por_Exp,3,B,317,745,0.574,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Exposed,Por_Exp,4,B,377,953,0.604,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Exposed,Por_Exp,5,B,369,897,0.589,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Protected,Por_Pro,6,B,491,1014,0.516,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Protected,Por_Pro,7,B,646,1594,0.595,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Protected,Por_Pro,8,B,286,677,0.578,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Protected,Por_Pro,9,B,582,1294,0.55,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8102019,13,33.5,Fast,8,Protected,Por_Pro,10,B,195,570,0.658,33.65633333,291,513.0428864,222.0979167,0.76825
Porites,8112019,14,32,Control_S,13,Exposed,Por_Exp,1,A,684,2030,0.663,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Exposed,Por_Exp,2,A,782,1905,0.59,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Exposed,Por_Exp,3,A,800,2163,0.63,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Exposed,Por_Exp,4,A,774,1900,0.593,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Exposed,Por_Exp,5,A,617,1692,0.635,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Protected,Por_Pro,6,A,619,1717,0.639,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Protected,Por_Pro,7,A,665,1761,0.622,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Protected,Por_Pro,8,A,588,1573,0.626,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Protected,Por_Pro,9,A,320,792,0.596,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,13,Protected,Por_Pro,10,A,503,1299,0.613,32.188,315,53.47422727,0,0
Porites,8112019,14,32,Control_S,14,Exposed,Por_Exp,1,B,620,1914,0.676,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Exposed,Por_Exp,2,B,553,1425,0.612,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Exposed,Por_Exp,3,B,617,1685,0.634,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Exposed,Por_Exp,4,B,672,1792,0.625,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Exposed,Por_Exp,5,B,679,1856,0.634,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Protected,Por_Pro,6,B,715,1929,0.629,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Protected,Por_Pro,7,B,392,780,0.497,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Protected,Por_Pro,8,B,610,1522,0.599,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Protected,Por_Pro,9,B,717,1966,0.635,32.188,315,59.94875,0,0
Porites,8112019,14,32,Control_S,14,Protected,Por_Pro,10,B,593,1547,0.617,32.188,315,59.94875,0,0
Porites,8112019,14,33.5,Slow,1,Exposed,Por_Exp,1,A,983,1713,0.426,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Exposed,Por_Exp,2,A,460,1000,0.54,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Exposed,Por_Exp,3,A,331,763,0.566,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Exposed,Por_Exp,4,A,587,1330,0.559,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Exposed,Por_Exp,5,A,374,785,0.524,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Protected,Por_Pro,6,A,318,683,0.534,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Protected,Por_Pro,7,A,712,1534,0.536,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Protected,Por_Pro,8,A,349,812,0.57,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Protected,Por_Pro,9,A,402,810,0.504,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Slow,1,Protected,Por_Pro,10,A,452,1127,0.599,33.717,315,569.6775,264.76975,5.058166667
Porites,8112019,14,33.5,Fast,7,Exposed,Por_Exp,1,A,382,748,0.489,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Exposed,Por_Exp,2,A,394,1016,0.612,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Exposed,Por_Exp,3,A,560,1361,0.589,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Exposed,Por_Exp,4,A,403,816,0.506,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Exposed,Por_Exp,5,A,457,1062,0.57,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Protected,Por_Pro,6,A,551,1305,0.578,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Protected,Por_Pro,7,A,565,1049,0.461,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Protected,Por_Pro,8,A,615,1365,0.549,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Protected,Por_Pro,9,A,279,689,0.595,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,7,Protected,Por_Pro,10,A,301,770,0.609,32.394,315,536.3543333,227.4624167,0.01425
Porites,8112019,14,33.5,Fast,8,Exposed,Por_Exp,1,B,697,1653,0.578,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Exposed,Por_Exp,2,B,517,1456,0.645,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Exposed,Por_Exp,3,B,395,894,0.558,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Exposed,Por_Exp,4,B,658,1550,0.575,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Exposed,Por_Exp,5,B,298,714,0.583,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Protected,Por_Pro,6,B,602,1171,0.486,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Protected,Por_Pro,7,B,511,1307,0.609,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Protected,Por_Pro,8,B,498,1219,0.591,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Protected,Por_Pro,9,B,465,1058,0.56,32.497,315,539.2613864,228.43275,0.76825
Porites,8112019,14,33.5,Fast,8,Protected,Por_Pro,10,B,545,1491,0.634,32.497,315,539.2613864,228.43275,0.76825
Porites,7292019,1,32,Control_F,13,Exposed,Por_Exp,1,A,401,966,0.585,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Exposed,Por_Exp,2,A,412,1106,0.627,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Exposed,Por_Exp,3,A,215,613,0.649,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Exposed,Por_Exp,4,A,265,672,0.606,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Exposed,Por_Exp,5,A,260,712,0.635,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Protected,Por_Pro,6,A,294,927,0.683,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Protected,Por_Pro,7,A,344,932,0.631,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Protected,Por_Pro,8,A,403,1077,0.626,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Protected,Por_Pro,9,A,337,839,0.598,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,13,Protected,Por_Pro,10,A,406,1131,0.641,32.188,3,0.734227273,0,0
Porites,7292019,1,32,Control_F,14,Exposed,Por_Exp,1,B,426,1152,0.63,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Exposed,Por_Exp,2,B,390,974,0.6,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Exposed,Por_Exp,3,B,385,1046,0.632,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Exposed,Por_Exp,4,B,367,790,0.535,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Exposed,Por_Exp,5,B,316,795,0.603,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Protected,Por_Pro,6,B,420,1211,0.653,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Protected,Por_Pro,7,B,314,722,0.565,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Protected,Por_Pro,8,B,361,950,0.62,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Protected,Por_Pro,9,B,355,926,0.617,32.188,3,0.760583333,0,0
Porites,7292019,1,32,Control_F,14,Protected,Por_Pro,10,B,294,831,0.646,32.188,3,0.760583333,0,0
Porites,7312019,3,32,Control_F,13,Exposed,Por_Exp,1,A,628,1878,0.666,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Exposed,Por_Exp,2,A,514,1343,0.617,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Exposed,Por_Exp,3,A,558,1452,0.616,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Exposed,Por_Exp,4,A,537,1458,0.632,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Exposed,Por_Exp,5,A,502,1367,0.633,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Protected,Por_Pro,6,A,546,1457,0.625,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Protected,Por_Pro,7,A,598,1586,0.623,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Protected,Por_Pro,8,A,665,1586,0.581,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Protected,Por_Pro,9,A,474,1245,0.619,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,13,Protected,Por_Pro,10,A,374,1035,0.639,32.1625,51,9.358727273,0,0
Porites,7312019,3,32,Control_F,14,Exposed,Por_Exp,1,B,624,1782,0.65,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Exposed,Por_Exp,2,B,605,1612,0.625,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Exposed,Por_Exp,3,B,588,1554,0.622,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Exposed,Por_Exp,4,B,430,1170,0.632,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Exposed,Por_Exp,5,B,607,1663,0.635,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Protected,Por_Pro,6,B,739,1962,0.623,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Protected,Por_Pro,7,B,557,1469,0.621,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Protected,Por_Pro,8,B,548,1457,0.624,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Protected,Por_Pro,9,B,593,1586,0.626,32.19658333,51,9.95625,0,0
Porites,7312019,3,32,Control_F,14,Protected,Por_Pro,10,B,406,1131,0.641,32.19658333,51,9.95625,0,0
Porites,8012019,4,32,Control_F,13,Exposed,Por_Exp,1,A,662,1987,0.667,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Exposed,Por_Exp,2,A,496,1339,0.63,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Exposed,Por_Exp,3,A,609,1621,0.624,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Exposed,Por_Exp,4,A,570,1563,0.635,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Exposed,Por_Exp,5,A,483,1307,0.63,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Protected,Por_Pro,6,A,345,869,0.603,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Protected,Por_Pro,7,A,647,1684,0.616,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Protected,Por_Pro,8,A,592,1602,0.63,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Protected,Por_Pro,9,A,272,642,0.576,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,13,Protected,Por_Pro,10,A,238,661,0.64,32.188,75,13.72622727,0,0
Porites,8012019,4,32,Control_F,14,Exposed,Por_Exp,1,B,689,2068,0.667,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Exposed,Por_Exp,2,B,785,2021,0.612,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Exposed,Por_Exp,3,B,587,1533,0.617,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Exposed,Por_Exp,4,B,497,1352,0.632,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Exposed,Por_Exp,5,B,449,1262,0.644,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Protected,Por_Pro,6,B,736,1982,0.629,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Protected,Por_Pro,7,B,648,1687,0.616,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Protected,Por_Pro,8,B,562,1471,0.618,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Protected,Por_Pro,9,B,557,1500,0.629,32.188,75,14.50258333,0,0
Porites,8012019,4,32,Control_F,14,Protected,Por_Pro,10,B,418,1119,0.626,32.188,75,14.50258333,0,0
Porites,8022019,5,32,Control_F,13,Exposed,Por_Exp,1,A,673,2066,0.674,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Exposed,Por_Exp,2,A,688,1731,0.603,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Exposed,Por_Exp,3,A,578,1460,0.604,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Exposed,Por_Exp,4,A,693,1856,0.627,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Exposed,Por_Exp,5,A,536,1480,0.638,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Protected,Por_Pro,6,A,398,911,0.563,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Protected,Por_Pro,7,A,449,1390,0.677,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Protected,Por_Pro,8,A,601,1464,0.589,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Protected,Por_Pro,9,A,401,1073,0.626,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,13,Protected,Por_Pro,10,A,293,799,0.633,32.1795,99,17.85572727,0,0
Porites,8022019,5,32,Control_F,14,Exposed,Por_Exp,1,B,746,2224,0.665,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Exposed,Por_Exp,2,B,863,2218,0.611,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Exposed,Por_Exp,3,B,679,1794,0.622,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Exposed,Por_Exp,4,B,560,1533,0.635,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Exposed,Por_Exp,5,B,564,1545,0.635,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Protected,Por_Pro,6,B,857,2275,0.623,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Protected,Por_Pro,7,B,581,1579,0.632,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Protected,Por_Pro,8,B,628,1642,0.618,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Protected,Por_Pro,9,B,582,1621,0.641,32.188,99,19.10041667,0,0
Porites,8022019,5,32,Control_F,14,Protected,Por_Pro,10,B,373,1115,0.665,32.188,99,19.10041667,0,0
Porites,8032019,6,32,Control_F,13,Exposed,Por_Exp,1,A,815,2434,0.665,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Exposed,Por_Exp,2,A,561,1397,0.598,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Exposed,Por_Exp,3,A,287,765,0.625,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Exposed,Por_Exp,4,A,348,953,0.635,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Exposed,Por_Exp,5,A,584,1620,0.64,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Protected,Por_Pro,6,A,437,1131,0.614,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Protected,Por_Pro,7,A,652,1687,0.614,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Protected,Por_Pro,8,A,725,1947,0.628,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Protected,Por_Pro,9,A,323,823,0.608,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,13,Protected,Por_Pro,10,A,250,702,0.644,32.1795,123,21.96822727,0,0
Porites,8032019,6,32,Control_F,14,Exposed,Por_Exp,1,B,778,2304,0.662,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Exposed,Por_Exp,2,B,790,1926,0.59,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Exposed,Por_Exp,3,B,667,1791,0.628,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Exposed,Por_Exp,4,B,532,1481,0.641,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Exposed,Por_Exp,5,B,480,1297,0.63,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Protected,Por_Pro,6,B,849,2280,0.628,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Protected,Por_Pro,7,B,668,1796,0.628,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Protected,Por_Pro,8,B,614,1654,0.629,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Protected,Por_Pro,9,B,562,1524,0.631,32.20516667,123,23.65533333,0,0
Porites,8032019,6,32,Control_F,14,Protected,Por_Pro,10,B,418,1093,0.618,32.20516667,123,23.65533333,0,0
Porites,8042019,7,32,Control_F,13,Exposed,Por_Exp,1,A,740,2192,0.662,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Exposed,Por_Exp,2,A,477,1236,0.614,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Exposed,Por_Exp,3,A,703,1899,0.63,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Exposed,Por_Exp,4,A,638,1809,0.647,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Exposed,Por_Exp,5,A,519,1485,0.651,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Protected,Por_Pro,6,A,478,1324,0.639,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Protected,Por_Pro,7,A,570,1521,0.625,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Protected,Por_Pro,8,A,643,1656,0.612,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Protected,Por_Pro,9,A,325,845,0.615,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,13,Protected,Por_Pro,10,A,269,728,0.63,32.1795,147,25.80872727,0,0
Porites,8042019,7,32,Control_F,14,Exposed,Por_Exp,1,B,715,2142,0.666,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Exposed,Por_Exp,2,B,962,2496,0.615,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Exposed,Por_Exp,3,B,682,1877,0.637,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Exposed,Por_Exp,4,B,654,1836,0.644,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Exposed,Por_Exp,5,B,495,1325,0.626,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Protected,Por_Pro,6,B,626,1677,0.627,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Protected,Por_Pro,7,B,482,1327,0.637,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Protected,Por_Pro,8,B,642,1748,0.633,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Protected,Por_Pro,9,B,649,1780,0.635,32.188,147,28.30466667,0,0
Porites,8042019,7,32,Control_F,14,Protected,Por_Pro,10,B,508,1317,0.614,32.188,147,28.30466667,0,0
Porites,8052019,8,32,Control_F,13,Exposed,Por_Exp,1,A,692,2086,0.668,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Exposed,Por_Exp,2,A,555,1439,0.614,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Exposed,Por_Exp,3,A,817,2242,0.636,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Exposed,Por_Exp,4,A,864,2355,0.633,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Exposed,Por_Exp,5,A,787,2168,0.637,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Protected,Por_Pro,6,A,510,1382,0.631,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Protected,Por_Pro,7,A,470,1217,0.614,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Protected,Por_Pro,8,A,616,1608,0.617,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Protected,Por_Pro,9,A,590,1578,0.626,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,13,Protected,Por_Pro,10,A,388,1199,0.676,32.154,171,29.71722727,0,0
Porites,8052019,8,32,Control_F,14,Exposed,Por_Exp,1,B,886,2758,0.679,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Exposed,Por_Exp,2,B,962,2521,0.618,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Exposed,Por_Exp,3,B,727,2028,0.642,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Exposed,Por_Exp,4,B,631,1768,0.643,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Exposed,Por_Exp,5,B,513,1381,0.629,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Protected,Por_Pro,6,B,845,2239,0.623,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Protected,Por_Pro,7,B,522,1313,0.602,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Protected,Por_Pro,8,B,530,1488,0.644,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Protected,Por_Pro,9,B,345,837,0.588,32.188,171,32.81666667,0,0
Porites,8052019,8,32,Control_F,14,Protected,Por_Pro,10,B,717,1865,0.616,32.188,171,32.81666667,0,0
Porites,8062019,9,32,Control_F,13,Exposed,Por_Exp,1,A,564,1726,0.673,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Exposed,Por_Exp,2,A,653,1731,0.623,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Exposed,Por_Exp,3,A,685,1864,0.633,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Exposed,Por_Exp,4,A,637,1749,0.636,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Exposed,Por_Exp,5,A,449,1233,0.636,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Protected,Por_Pro,6,A,542,1509,0.641,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Protected,Por_Pro,7,A,592,1600,0.63,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Protected,Por_Pro,8,A,614,1709,0.641,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Protected,Por_Pro,9,A,371,967,0.616,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,13,Protected,Por_Pro,10,A,283,784,0.639,32.1285,195,32.77572727,0,0
Porites,8062019,9,32,Control_F,14,Exposed,Por_Exp,1,B,651,1975,0.67,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Exposed,Por_Exp,2,B,673,1725,0.61,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Exposed,Por_Exp,3,B,609,1598,0.619,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Exposed,Por_Exp,4,B,541,1515,0.643,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Exposed,Por_Exp,5,B,460,1290,0.643,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Protected,Por_Pro,6,B,667,1837,0.637,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Protected,Por_Pro,7,B,581,1624,0.642,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Protected,Por_Pro,8,B,586,1639,0.642,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Protected,Por_Pro,9,B,603,1643,0.633,32.188,195,37.32866667,0,0
Porites,8062019,9,32,Control_F,14,Protected,Por_Pro,10,B,599,1632,0.633,32.188,195,37.32866667,0,0
Porites,8072019,10,32,Control_F,13,Exposed,Por_Exp,1,A,559,1755,0.681,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_F,13,Exposed,Por_Exp,2,A,641,1562,0.59,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_F,13,Exposed,Por_Exp,3,A,527,1421,0.629,32.171,219,36.26772727,0,0
Porites,8072019,10,32,Control_F,13,Exposed,Por_Exp,4,A,597,1632,0.634,32.171,219,36.26772727,0,0
